Month,Day,Hour,Beam,Diffuse
2,28,1,0,0
2,28,2,0,0
2,28,3,0,0
2,28,4,0,0
2,28,5,0,0
2,28,6,0,0
2,28,7,113,58
2,28,8,383,157
2,28,9,667,154
2,28,10,751,175
2,28,11,794,187
2,28,12,809,191
2,28,13,799,189
2,28,14,764,179
2,28,15,693,161
2,28,16,561,130
2,28,17,128,93
2,28,18,0,0
2,28,19,0,0
2,28,20,0,0
2,28,21,0,0
2,28,22,0,0
2,28,23,0,0
3,1,0,0,0
3,1,1,0,0
3,1,2,0,0
3,1,3,0,0
3,1,4,0,0
3,1,5,0,0
3,1,6,0,0
3,1,7,214,53
3,1,8,540,110
3,1,9,696,141
3,1,10,778,159
3,1,11,819,170
3,1,12,834,174
3,1,13,826,172
3,1,14,792,163
3,1,15,725,147
3,1,16,598,121
3,1,17,275,87
3,1,18,0,0
3,1,19,0,0
3,1,20,0,0
3,1,21,0,0
3,1,22,0,0
3,1,23,0,0
3,2,0,0,0
3,2,1,0,0
3,2,2,0,0
3,2,3,0,0
3,2,4,0,0
3,2,5,0,0
3,2,6,0,0
3,2,7,23,51
3,2,8,0,108
3,2,9,229,263
3,2,10,360,333
3,2,11,16,248
3,2,12,10,281
3,2,13,16,198
3,2,14,619,276
3,2,15,719,147
3,2,16,482,156
3,2,17,281,88
3,2,18,0,0
3,2,19,0,0
3,2,20,0,0
3,2,21,0,0
3,2,22,0,0
3,2,23,0,0
3,3,0,0,0
3,3,1,0,0
3,3,2,0,0
3,3,3,0,0
3,3,4,0,0
3,3,5,0,0
3,3,6,0,0
3,3,7,217,62
3,3,8,576,115
3,3,9,732,145
3,3,10,805,154
3,3,11,839,166
3,3,12,811,188
3,3,13,818,179
3,3,14,772,176
3,3,15,722,159
3,3,16,523,148
3,3,17,285,83
3,3,18,0,0
3,3,19,0,0
3,3,20,0,0
3,3,21,0,0
3,3,22,0,0
3,3,23,0,0
3,4,0,0,0
3,4,1,0,0
3,4,2,0,0
3,4,3,0,0
3,4,4,0,0
3,4,5,0,0
3,4,6,0,0
3,4,7,205,63
3,4,8,575,115
3,4,9,728,145
3,4,10,808,154
3,4,11,842,165
3,4,12,814,188
3,4,13,847,166
3,4,14,776,175
3,4,15,744,148
3,4,16,629,125
3,4,17,147,96
3,4,18,0,0
3,4,19,0,0
3,4,20,0,0
3,4,21,0,0
3,4,22,0,0
3,4,23,0,0
3,5,0,0,0
3,5,1,0,0
3,5,2,0,0
3,5,3,0,0
3,5,4,0,0
3,5,5,0,0
3,5,6,0,0
3,5,7,262,61
3,5,8,581,116
3,5,9,733,146
3,5,10,811,153
3,5,11,853,175
3,5,12,858,168
3,5,13,835,186
3,5,14,757,191
3,5,15,761,152
3,5,16,606,138
3,5,17,273,91
3,5,18,0,0
3,5,19,0,0
3,5,20,0,0
3,5,21,0,0
3,5,22,0,0
3,5,23,0,0
3,6,0,0,0
3,6,1,0,0
3,6,2,0,0
3,6,3,0,0
3,6,4,0,0
3,6,5,0,0
3,6,6,0,0
3,6,7,251,66
3,6,8,603,112
3,6,9,729,141
3,6,10,815,152
3,6,11,848,163
3,6,12,842,176
3,6,13,832,175
3,6,14,758,184
3,6,15,727,154
3,6,16,594,140
3,6,17,247,92
3,6,18,0,0
3,6,19,0,0
3,6,20,0,0
3,6,21,0,0
3,6,22,0,0
3,6,23,0,0
3,7,0,0,0
3,7,1,0,0
3,7,2,0,0
3,7,3,0,0
3,7,4,0,0
3,7,5,0,0
3,7,6,0,0
3,7,7,114,72
3,7,8,504,149
3,7,9,748,137
3,7,10,776,177
3,7,11,689,245
3,7,12,639,287
3,7,13,556,323
3,7,14,384,337
3,7,15,307,275
3,7,16,233,192
3,7,17,245,88
3,7,18,0,0
3,7,19,0,0
3,7,20,0,0
3,7,21,0,0
3,7,22,0,0
3,7,23,0,0
3,8,0,0,0
3,8,1,0,0
3,8,2,0,0
3,8,3,0,0
3,8,4,0,0
3,8,5,0,0
3,8,6,0,0
3,8,7,225,68
3,8,8,559,127
3,8,9,722,144
3,8,10,793,173
3,8,11,760,212
3,8,12,869,179
3,8,13,861,177
3,8,14,828,168
3,8,15,761,152
3,8,16,602,140
3,8,17,296,93
3,8,18,0,0
3,8,19,0,0
3,8,20,0,0
3,8,21,0,0
3,8,22,0,0
3,8,23,0,0
3,9,0,0,0
3,9,1,0,0
3,9,2,0,0
3,9,3,0,0
3,9,4,0,0
3,9,5,0,0
3,9,6,0,0
3,9,7,239,70
3,9,8,275,165
3,9,9,244,280
3,9,10,640,248
3,9,11,655,265
3,9,12,751,230
3,9,13,770,226
3,9,14,596,270
3,9,15,648,209
3,9,16,380,186
3,9,17,103,94
3,9,18,0,0
3,9,19,0,0
3,9,20,0,0
3,9,21,0,0
3,9,22,0,0
3,9,23,0,0
3,10,0,0,0
3,10,1,0,0
3,10,2,0,0
3,10,3,0,0
3,10,4,0,0
3,10,5,0,0
3,10,6,0,0
3,10,7,239,69
3,10,8,502,139
3,10,9,643,172
3,10,10,743,190
3,10,11,813,182
3,10,12,861,171
3,10,13,861,178
3,10,14,800,179
3,10,15,670,189
3,10,16,484,159
3,10,17,271,90
3,10,18,0,0
3,10,19,0,0
3,10,20,0,0
3,10,21,0,0
3,10,22,0,0
3,10,23,0,0
3,11,0,0,0
3,11,1,0,0
3,11,2,0,0
3,11,3,0,0
3,11,4,0,0
3,11,5,0,0
3,11,6,0,0
3,11,7,310,69
3,11,8,565,123
3,11,9,733,151
3,11,10,788,167
3,11,11,756,217
3,11,12,846,177
3,11,13,829,192
3,11,14,742,200
3,11,15,576,218
3,11,16,559,166
3,11,17,142,102
3,11,18,0,0
3,11,19,0,0
3,11,20,0,0
3,11,21,0,0
3,11,22,0,0
3,11,23,0,0
3,12,0,0,0
3,12,1,0,0
3,12,2,0,0
3,12,3,0,0
3,12,4,0,0
3,12,5,0,0
3,12,6,0,0
3,12,7,26,73
3,12,8,56,184
3,12,9,62,275
3,12,10,68,350
3,12,11,173,412
3,12,12,270,428
3,12,13,216,416
3,12,14,487,328
3,12,15,95,295
3,12,16,80,213
3,12,17,26,92
3,12,18,0,0
3,12,19,0,0
3,12,20,0,0
3,12,21,0,0
3,12,22,0,0
3,12,23,0,0
3,13,0,0,0
3,13,1,0,0
3,13,2,0,0
3,13,3,0,0
3,13,4,0,0
3,13,5,0,0
3,13,6,0,0
3,13,7,159,78
3,13,8,419,165
3,13,9,187,283
3,13,10,120,375
3,13,11,111,406
3,13,12,248,413
3,13,13,847,176
3,13,14,505,309
3,13,15,751,152
3,13,16,631,126
3,13,17,0,75
3,13,18,0,0
3,13,19,0,0
3,13,20,0,0
3,13,21,0,0
3,13,22,0,0
3,13,23,0,0
3,14,0,0,0
3,14,1,0,0
3,14,2,0,0
3,14,3,0,0
3,14,4,0,0
3,14,5,0,0
3,14,6,0,0
3,14,7,325,72
3,14,8,606,121
3,14,9,743,149
3,14,10,817,167
3,14,11,760,230
3,14,12,476,362
3,14,13,725,287
3,14,14,165,380
3,14,15,501,305
3,14,16,72,198
3,14,17,5,85
3,14,18,0,0
3,14,19,0,0
3,14,20,0,0
3,14,21,0,0
3,14,22,0,0
3,14,23,0,0
3,15,0,0,0
3,15,1,0,0
3,15,2,0,0
3,15,3,0,0
3,15,4,0,0
3,15,5,0,0
3,15,6,0,0
3,15,7,266,82
3,15,8,594,133
3,15,9,762,151
3,15,10,835,152
3,15,11,869,162
3,15,12,864,172
3,15,13,873,164
3,15,14,831,159
3,15,15,781,142
3,15,16,653,128
3,15,17,420,85
3,15,18,0,0
3,15,19,0,0
3,15,20,0,0
3,15,21,0,0
3,15,22,0,0
3,15,23,0,0
3,16,0,0,0
3,16,1,0,0
3,16,2,0,0
3,16,3,0,0
3,16,4,0,0
3,16,5,0,0
3,16,6,0,0
3,16,7,318,79
3,16,8,631,120
3,16,9,763,140
3,16,10,827,156
3,16,11,870,162
3,16,12,867,170
3,16,13,873,164
3,16,14,845,155
3,16,15,782,142
3,16,16,617,145
3,16,17,321,98
3,16,18,0,0
3,16,19,0,0
3,16,20,0,0
3,16,21,0,0
3,16,22,0,0
3,16,23,0,0
3,17,0,0,0
3,17,1,0,0
3,17,2,0,0
3,17,3,0,0
3,17,4,0,0
3,17,5,0,0
3,17,6,0,0
3,17,7,303,82
3,17,8,599,135
3,17,9,767,140
3,17,10,830,156
3,17,11,860,165
3,17,12,871,169
3,17,13,874,163
3,17,14,845,155
3,17,15,777,145
3,17,16,618,145
3,17,17,328,98
3,17,18,0,0
3,17,19,0,0
3,17,20,0,0
3,17,21,0,0
3,17,22,0,0
3,17,23,0,0
3,18,0,0,0
3,18,1,0,0
3,18,2,0,0
3,18,3,0,0
3,18,4,0,0
3,18,5,0,0
3,18,6,0,0
3,18,7,314,82
3,18,8,629,123
3,18,9,756,143
3,18,10,834,154
3,18,11,864,164
3,18,12,882,166
3,18,13,874,165
3,18,14,844,172
3,18,15,781,144
3,18,16,619,146
3,18,17,351,95
3,18,18,0,4
3,18,19,0,0
3,18,20,0,0
3,18,21,0,0
3,18,22,0,0
3,18,23,0,0
3,19,0,0,0
3,19,1,0,0
3,19,2,0,0
3,19,3,0,0
3,19,4,0,0
3,19,5,0,0
3,19,6,0,0
3,19,7,281,88
3,19,8,481,158
3,19,9,700,181
3,19,10,838,170
3,19,11,872,163
3,19,12,882,168
3,19,13,874,165
3,19,14,843,172
3,19,15,780,156
3,19,16,620,147
3,19,17,358,95
3,19,18,0,1
3,19,19,0,0
3,19,20,0,0
3,19,21,0,0
3,19,22,0,0
3,19,23,0,0
3,20,0,0,0
3,20,1,0,0
3,20,2,0,0
3,20,3,0,0
3,20,4,0,0
3,20,5,0,0
3,20,6,0,0
3,20,7,241,90
3,20,8,604,139
3,20,9,749,148
3,20,10,798,181
3,20,11,758,224
3,20,12,848,196
3,20,13,790,213
3,20,14,581,295
3,20,15,251,321
3,20,16,651,129
3,20,17,167,112
3,20,18,0,1
3,20,19,0,0
3,20,20,0,0
3,20,21,0,0
3,20,22,0,0
3,20,23,0,0
3,21,0,0,0
3,21,1,0,0
3,21,2,0,0
3,21,3,0,0
3,21,4,0,0
3,21,5,0,0
3,21,6,0,0
3,21,7,373,79
3,21,8,195,201
3,21,9,669,206
3,21,10,724,221
3,21,11,466,370
3,21,12,34,343
3,21,13,44,412
3,21,14,5,191
3,21,15,183,308
3,21,16,388,198
3,21,17,280,99
3,21,18,0,1
3,21,19,0,0
3,21,20,0,0
3,21,21,0,0
3,21,22,0,0
3,21,23,0,0
3,22,0,0,0
3,22,1,0,0
3,22,2,0,0
3,22,3,0,0
3,22,4,0,0
3,22,5,0,0
3,22,6,0,0
3,22,7,333,88
3,22,8,621,124
3,22,9,746,151
3,22,10,814,167
3,22,11,849,177
3,22,12,861,180
3,22,13,853,178
3,22,14,821,169
3,22,15,758,153
3,22,16,642,128
3,22,17,378,96
3,22,18,0,1
3,22,19,0,0
3,22,20,0,0
3,22,21,0,0
3,22,22,0,0
3,22,23,0,0
3,23,0,0,0
3,23,1,0,0
3,23,2,0,0
3,23,3,0,0
3,23,4,0,0
3,23,5,0,0
3,23,6,0,0
3,23,7,334,86
3,23,8,625,125
3,23,9,749,151
3,23,10,815,168
3,23,11,850,177
3,23,12,861,180
3,23,13,852,178
3,23,14,821,169
3,23,15,760,154
3,23,16,647,129
3,23,17,423,88
3,23,18,0,1
3,23,19,0,0
3,23,20,0,0
3,23,21,0,0
3,23,22,0,0
3,23,23,0,0
3,24,0,0,0
3,24,1,0,0
3,24,2,0,0
3,24,3,0,0
3,24,4,0,0
3,24,5,0,0
3,24,6,0,0
3,24,7,316,89
3,24,8,557,150
3,24,9,698,172
3,24,10,799,183
3,24,11,862,179
3,24,12,871,182
3,24,13,861,179
3,24,14,828,170
3,24,15,766,154
3,24,16,651,129
3,24,17,340,102
3,24,18,0,2
3,24,19,0,0
3,24,20,0,0
3,24,21,0,0
3,24,22,0,0
3,24,23,0,0
3,25,0,0,0
3,25,1,0,0
3,25,2,0,0
3,25,3,0,0
3,25,4,0,0
3,25,5,0,0
3,25,6,0,0
3,25,7,54,94
3,25,8,268,207
3,25,9,245,305
3,25,10,602,286
3,25,11,544,332
3,25,12,739,251
3,25,13,718,253
3,25,14,556,303
3,25,15,682,212
3,25,16,335,208
3,25,17,329,114
3,25,18,0,2
3,25,19,0,0
3,25,20,0,0
3,25,21,0,0
3,25,22,0,0
3,25,23,0,0
3,26,0,0,0
3,26,1,0,0
3,26,2,0,0
3,26,3,0,0
3,26,4,0,0
3,26,5,0,0
3,26,6,0,0
3,26,7,280,100
3,26,8,570,151
3,26,9,752,160
3,26,10,846,155
3,26,11,875,165
3,26,12,885,169
3,26,13,877,166
3,26,14,817,182
3,26,15,699,180
3,26,16,626,150
3,26,17,319,106
3,26,18,0,2
3,26,19,0,0
3,26,20,0,0
3,26,21,0,0
3,26,22,0,0
3,26,23,0,0
3,27,0,0,0
3,27,1,0,0
3,27,2,0,0
3,27,3,0,0
3,27,4,0,0
3,27,5,0,0
3,27,6,0,0
3,27,7,361,94
3,27,8,644,131
3,27,9,783,143
3,27,10,846,156
3,27,11,876,165
3,27,12,885,170
3,27,13,877,166
3,27,14,849,157
3,27,15,789,144
3,27,16,665,132
3,27,17,410,96
3,27,18,0,2
3,27,19,0,0
3,27,20,0,0
3,27,21,0,0
3,27,22,0,0
3,27,23,0,0
3,28,0,0,0
3,28,1,0,0
3,28,2,0,0
3,28,3,0,0
3,28,4,0,0
3,28,5,0,0
3,28,6,0,1
3,28,7,396,93
3,28,8,657,130
3,28,9,785,143
3,28,10,847,156
3,28,11,876,167
3,28,12,886,169
3,28,13,877,166
3,28,14,850,156
3,28,15,790,145
3,28,16,666,132
3,28,17,414,97
3,28,18,0,2
3,28,19,0,0
3,28,20,0,0
3,28,21,0,0
3,28,22,0,0
3,28,23,0,0
3,29,0,0,0
3,29,1,0,0
3,29,2,0,0
3,29,3,0,0
3,29,4,0,0
3,29,5,0,0
3,29,6,0,1
3,29,7,404,93
3,29,8,659,131
3,29,9,786,144
3,29,10,848,156
3,29,11,877,166
3,29,12,886,170
3,29,13,878,166
3,29,14,849,173
3,29,15,788,158
3,29,16,629,151
3,29,17,271,110
3,29,18,0,2
3,29,19,0,0
3,29,20,0,0
3,29,21,0,0
3,29,22,0,0
3,29,23,0,0
3,30,0,0,0
3,30,1,0,0
3,30,2,0,0
3,30,3,0,0
3,30,4,0,0
3,30,5,0,0
3,30,6,0,3
3,30,7,389,97
3,30,8,662,131
3,30,9,775,148
3,30,10,847,156
3,30,11,877,166
3,30,12,886,170
3,30,13,878,167
3,30,14,848,173
3,30,15,787,157
3,30,16,630,151
3,30,17,340,107
3,30,18,0,2
3,30,19,0,0
3,30,20,0,0
3,30,21,0,0
3,30,22,0,0
3,30,23,0,0
3,31,0,0,0
3,31,1,0,0
3,31,2,0,0
3,31,3,0,0
3,31,4,0,0
3,31,5,0,0
3,31,6,0,5
3,31,7,372,99
3,31,8,611,151
3,31,9,782,157
3,31,10,844,173
3,31,11,873,166
3,31,12,886,171
3,31,13,878,167
3,31,14,847,173
3,31,15,787,157
3,31,16,668,134
3,31,17,394,101
3,31,18,0,3
3,31,19,0,0
3,31,20,0,0
3,31,21,0,0
3,31,22,0,0
3,31,23,0,0
4,1,0,0,0
4,1,1,0,0
4,1,2,0,0
4,1,3,0,0
4,1,4,0,0
4,1,5,0,0
4,1,6,0,4
4,1,7,188,123
4,1,8,455,190
4,1,9,587,234
4,1,10,683,246
4,1,11,697,275
4,1,12,733,270
4,1,13,681,284
4,1,14,651,262
4,1,15,586,235
4,1,16,441,196
4,1,17,168,125
4,1,18,0,2
4,1,19,0,0
4,1,20,0,0
4,1,21,0,0
4,1,22,0,0
4,1,23,0,0
4,2,0,0,0
4,2,1,0,0
4,2,2,0,0
4,2,3,0,0
4,2,4,0,0
4,2,5,0,0
4,2,6,0,5
4,2,7,121,122
4,2,8,422,209
4,2,9,591,233
4,2,10,672,252
4,2,11,700,274
4,2,12,622,361
4,2,13,8,158
4,2,14,30,307
4,2,15,502,293
4,2,16,407,213
4,2,17,46,113
4,2,18,0,2
4,2,19,0,0
4,2,20,0,0
4,2,21,0,0
4,2,22,0,0
4,2,23,0,0
4,3,0,0,0
4,3,1,0,0
4,3,2,0,0
4,3,3,0,0
4,3,4,0,0
4,3,5,0,0
4,3,6,0,7
4,3,7,164,126
4,3,8,397,207
4,3,9,546,249
4,3,10,624,281
4,3,11,684,284
4,3,12,732,268
4,3,13,696,282
4,3,14,573,305
4,3,15,569,242
4,3,16,411,214
4,3,17,122,129
4,3,18,0,2
4,3,19,0,0
4,3,20,0,0
4,3,21,0,0
4,3,22,0,0
4,3,23,0,0
4,4,0,0,0
4,4,1,0,0
4,4,2,0,0
4,4,3,0,0
4,4,4,0,0
4,4,5,0,0
4,4,6,0,7
4,4,7,172,128
4,4,8,428,201
4,4,9,550,250
4,4,10,628,281
4,4,11,722,267
4,4,12,733,272
4,4,13,676,293
4,4,14,599,294
4,4,15,505,255
4,4,16,423,202
4,4,17,179,128
4,4,18,0,2
4,4,19,0,0
4,4,20,0,0
4,4,21,0,0
4,4,22,0,0
4,4,23,0,0
4,5,0,0,0
4,5,1,0,0
4,5,2,0,0
4,5,3,0,0
4,5,4,0,0
4,5,5,0,0
4,5,6,0,9
4,5,7,179,130
4,5,8,411,207
4,5,9,553,250
4,5,10,632,280
4,5,11,691,281
4,5,12,734,272
4,5,13,722,267
4,5,14,625,281
4,5,15,531,255
4,5,16,456,194
4,5,17,162,128
4,5,18,0,3
4,5,19,0,0
4,5,20,0,0
4,5,21,0,0
4,5,22,0,0
4,5,23,0,0
4,6,0,0,0
4,6,1,0,0
4,6,2,0,0
4,6,3,0,0
4,6,4,0,0
4,6,5,0,0
4,6,6,0,11
4,6,7,206,132
4,6,8,464,195
4,6,9,591,238
4,6,10,686,249
4,6,11,724,266
4,6,12,735,270
4,6,13,721,264
4,6,14,667,257
4,6,15,596,234
4,6,16,451,202
4,6,17,207,129
4,6,18,0,3
4,6,19,0,0
4,6,20,0,0
4,6,21,0,0
4,6,22,0,0
4,6,23,0,0
4,7,0,0,0
4,7,1,0,0
4,7,2,0,0
4,7,3,0,0
4,7,4,0,0
4,7,5,0,0
4,7,6,0,13
4,7,7,278,126
4,7,8,457,205
4,7,9,600,236
4,7,10,689,250
4,7,11,725,266
4,7,12,735,270
4,7,13,724,265
4,7,14,644,269
4,7,15,597,235
4,7,16,347,230
4,7,17,57,119
4,7,18,0,3
4,7,19,0,0
4,7,20,0,0
4,7,21,0,0
4,7,22,0,0
4,7,23,0,0
4,8,0,0,0
4,8,1,0,0
4,8,2,0,0
4,8,3,0,0
4,8,4,0,0
4,8,5,0,0
4,8,6,0,15
4,8,7,181,135
4,8,8,382,218
4,8,9,498,263
4,8,10,475,339
4,8,11,565,344
4,8,12,324,451
4,8,13,318,432
4,8,14,425,350
4,8,15,531,274
4,8,16,138,239
4,8,17,5,98
4,8,18,0,3
4,8,19,0,0
4,8,20,0,0
4,8,21,0,0
4,8,22,0,0
4,8,23,0,0
4,9,0,0,0
4,9,1,0,0
4,9,2,0,0
4,9,3,0,0
4,9,4,0,0
4,9,5,0,0
4,9,6,0,17
4,9,7,24,121
4,9,8,169,248
4,9,9,48,285
4,9,10,173,414
4,9,11,292,443
4,9,12,565,359
4,9,13,483,369
4,9,14,382,370
4,9,15,220,344
4,9,16,26,213
4,9,17,30,119
4,9,18,0,3
4,9,19,0,0
4,9,20,0,0
4,9,21,0,0
4,9,22,0,0
4,9,23,0,0
4,10,0,0,0
4,10,1,0,0
4,10,2,0,0
4,10,3,0,0
4,10,4,0,0
4,10,5,0,0
4,10,6,0,17
4,10,7,292,132
4,10,8,490,194
4,10,9,605,237
4,10,10,691,251
4,10,11,726,268
4,10,12,736,274
4,10,13,725,266
4,10,14,688,250
4,10,15,599,235
4,10,16,455,203
4,10,17,220,132
4,10,18,0,7
4,10,19,0,0
4,10,20,0,0
4,10,21,0,0
4,10,22,0,0
4,10,23,0,0
4,11,0,0,0
4,11,1,0,0
4,11,2,0,0
4,11,3,0,0
4,11,4,0,0
4,11,5,0,0
4,11,6,0,19
4,11,7,296,132
4,11,8,492,195
4,11,9,606,237
4,11,10,692,252
4,11,11,727,267
4,11,12,737,273
4,11,13,725,267
4,11,14,689,249
4,11,15,599,235
4,11,16,456,204
4,11,17,202,133
4,11,18,0,8
4,11,19,0,0
4,11,20,0,0
4,11,21,0,0
4,11,22,0,0
4,11,23,0,0
4,12,0,0,0
4,12,1,0,0
4,12,2,0,0
4,12,3,0,0
4,12,4,0,0
4,12,5,0,0
4,12,6,0,25
4,12,7,274,132
4,12,8,468,209
4,12,9,560,255
4,12,10,669,267
4,12,11,708,276
4,12,12,736,273
4,12,13,724,268
4,12,14,686,254
4,12,15,600,236
4,12,16,454,205
4,12,17,206,133
4,12,18,0,7
4,12,19,0,0
4,12,20,0,0
4,12,21,0,0
4,12,22,0,0
4,12,23,0,0
4,13,0,0,0
4,13,1,0,0
4,13,2,0,0
4,13,3,0,0
4,13,4,0,0
4,13,5,0,0
4,13,6,0,24
4,13,7,235,142
4,13,8,470,210
4,13,9,609,239
4,13,10,694,251
4,13,11,727,269
4,13,12,737,274
4,13,13,725,267
4,13,14,689,250
4,13,15,600,236
4,13,16,457,205
4,13,17,209,134
4,13,18,0,8
4,13,19,0,0
4,13,20,0,0
4,13,21,0,0
4,13,22,0,0
4,13,23,0,0
4,14,0,0,0
4,14,1,0,0
4,14,2,0,0
4,14,3,0,0
4,14,4,0,0
4,14,5,0,0
4,14,6,0,27
4,14,7,226,154
4,14,8,472,211
4,14,9,610,239
4,14,10,694,253
4,14,11,728,268
4,14,12,734,272
4,14,13,712,272
4,14,14,657,265
4,14,15,601,236
4,14,16,458,205
4,14,17,212,135
4,14,18,0,9
4,14,19,0,0
4,14,20,0,0
4,14,21,0,0
4,14,22,0,0
4,14,23,0,0
4,15,0,0,0
4,15,1,0,0
4,15,2,0,0
4,15,3,0,0
4,15,4,0,0
4,15,5,0,0
4,15,6,0,26
4,15,7,214,155
4,15,8,474,212
4,15,9,612,239
4,15,10,695,252
4,15,11,728,270
4,15,12,736,271
4,15,13,726,268
4,15,14,690,250
4,15,15,601,236
4,15,16,459,206
4,15,17,215,136
4,15,18,0,10
4,15,19,0,0
4,15,20,0,0
4,15,21,0,0
4,15,22,0,0
4,15,23,0,0
4,16,0,0,0
4,16,1,0,0
4,16,2,0,0
4,16,3,0,0
4,16,4,0,0
4,16,5,0,0
4,16,6,0,29
4,16,7,220,156
4,16,8,476,212
4,16,9,613,240
4,16,10,696,253
4,16,11,729,267
4,16,12,738,274
4,16,13,726,268
4,16,14,690,251
4,16,15,602,236
4,16,16,460,205
4,16,17,266,128
4,16,18,0,11
4,16,19,0,0
4,16,20,0,0
4,16,21,0,0
4,16,22,0,0
4,16,23,0,0
4,17,0,0,0
4,17,1,0,0
4,17,2,0,0
4,17,3,0,0
4,17,4,0,0
4,17,5,0,0
4,17,6,0,31
4,17,7,225,158
4,17,8,478,213
4,17,9,541,266
4,17,10,682,263
4,17,11,729,268
4,17,12,738,275
4,17,13,726,268
4,17,14,690,251
4,17,15,602,237
4,17,16,461,206
4,17,17,270,129
4,17,18,0,12
4,17,19,0,0
4,17,20,0,0
4,17,21,0,0
4,17,22,0,0
4,17,23,0,0
4,18,0,0,0
4,18,1,0,0
4,18,2,0,0
4,18,3,0,0
4,18,4,0,0
4,18,5,0,0
4,18,6,0,27
4,18,7,264,159
4,18,8,506,200
4,18,9,615,240
4,18,10,696,258
4,18,11,728,270
4,18,12,735,273
4,18,13,242,422
4,18,14,682,253
4,18,15,611,229
4,18,16,490,191
4,18,17,225,137
4,18,18,0,5
4,18,19,0,0
4,18,20,0,0
4,18,21,0,0
4,18,22,0,0
4,18,23,0,0
4,19,0,0,0
4,19,1,0,0
4,19,2,0,0
4,19,3,0,0
4,19,4,0,0
4,19,5,0,0
4,19,6,4,35
4,19,7,141,156
4,19,8,394,230
4,19,9,387,318
4,19,10,571,330
4,19,11,610,362
4,19,12,121,450
4,19,13,515,411
4,19,14,676,252
4,19,15,606,228
4,19,16,429,219
4,19,17,167,138
4,19,18,0,5
4,19,19,0,0
4,19,20,0,0
4,19,21,0,0
4,19,22,0,0
4,19,23,0,0
4,20,0,0,0
4,20,1,0,0
4,20,2,0,0
4,20,3,0,0
4,20,4,0,0
4,20,5,0,0
4,20,6,0,35
4,20,7,198,153
4,20,8,448,217
4,20,9,583,254
4,20,10,653,280
4,20,11,716,266
4,20,12,725,270
4,20,13,712,265
4,20,14,675,252
4,20,15,607,228
4,20,16,488,190
4,20,17,211,138
4,20,18,0,12
4,20,19,0,0
4,20,20,0,0
4,20,21,0,0
4,20,22,0,0
4,20,23,0,0
4,21,0,0,0
4,21,1,0,0
4,21,2,0,0
4,21,3,0,0
4,21,4,0,0
4,21,5,0,0
4,21,6,10,40
4,21,7,284,150
4,21,8,513,198
4,21,9,621,233
4,21,10,684,255
4,21,11,717,267
4,21,12,727,271
4,21,13,716,266
4,21,14,683,254
4,21,15,604,237
4,21,16,410,225
4,21,17,173,139
4,21,18,0,11
4,21,19,0,0
4,21,20,0,0
4,21,21,0,0
4,21,22,0,0
4,21,23,0,0
4,22,0,0,0
4,22,1,0,0
4,22,2,0,0
4,22,3,0,0
4,22,4,0,0
4,22,5,0,0
4,22,6,5,39
4,22,7,209,155
4,22,8,434,222
4,22,9,554,266
4,22,10,639,289
4,22,11,709,279
4,22,12,728,278
4,22,13,723,268
4,22,14,685,254
4,22,15,605,237
4,22,16,465,208
4,22,17,217,140
4,22,18,0,14
4,22,19,0,0
4,22,20,0,0
4,22,21,0,0
4,22,22,0,0
4,22,23,0,0
4,23,0,0,0
4,23,1,0,0
4,23,2,0,0
4,23,3,0,0
4,23,4,0,0
4,23,5,0,0
4,23,6,8,42
4,23,7,295,153
4,23,8,488,216
4,23,9,620,242
4,23,10,699,255
4,23,11,731,270
4,23,12,739,276
4,23,13,727,269
4,23,14,691,251
4,23,15,605,237
4,23,16,465,208
4,23,17,292,130
4,23,18,0,18
4,23,19,0,0
4,23,20,0,0
4,23,21,0,0
4,23,22,0,0
4,23,23,0,0
4,24,0,0,0
4,24,1,0,0
4,24,2,0,0
4,24,3,0,0
4,24,4,0,0
4,24,5,0,0
4,24,6,11,44
4,24,7,283,159
4,24,8,489,218
4,24,9,621,242
4,24,10,699,255
4,24,11,731,271
4,24,12,739,276
4,24,13,727,269
4,24,14,691,252
4,24,15,606,236
4,24,16,466,208
4,24,17,296,131
4,24,18,0,19
4,24,19,0,0
4,24,20,0,0
4,24,21,0,0
4,24,22,0,0
4,24,23,0,0
4,25,0,0,0
4,25,1,0,0
4,25,2,0,0
4,25,3,0,0
4,25,4,0,0
4,25,5,0,0
4,25,6,14,46
4,25,7,288,160
4,25,8,490,219
4,25,9,622,243
4,25,10,700,255
4,25,11,731,270
4,25,12,739,276
4,25,13,727,269
4,25,14,656,281
4,25,15,447,288
4,25,16,467,209
4,25,17,227,141
4,25,18,0,15
4,25,19,0,0
4,25,20,0,0
4,25,21,0,0
4,25,22,0,0
4,25,23,0,0
4,26,0,0,0
4,26,1,0,0
4,26,2,0,0
4,26,3,0,0
4,26,4,0,0
4,26,5,0,0
4,26,6,9,45
4,26,7,254,163
4,26,8,488,220
4,26,9,599,252
4,26,10,692,257
4,26,11,725,269
4,26,12,733,273
4,26,13,720,268
4,26,14,683,254
4,26,15,571,251
4,26,16,468,209
4,26,17,200,151
4,26,18,0,19
4,26,19,0,0
4,26,20,0,0
4,26,21,0,0
4,26,22,0,0
4,26,23,0,0
4,27,0,0,0
4,27,1,0,0
4,27,2,0,0
4,27,3,0,0
4,27,4,0,0
4,27,5,0,0
4,27,6,12,47
